,#agents,current step,#positives,#neutrals,#negatives,#isolates,#experts,#liars,#initial_connections,#news,#cluster distance,#comm_protocol,#conv_protocol,#steps
0,100,2,5,90,5,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,11,5,88,7,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,21,5,84,11,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,31,7,82,11,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,41,9,79,12,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,51,10,78,12,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,61,11,72,17,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,71,12,67,21,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,81,15,65,20,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,91,17,62,21,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,101,18,55,27,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,111,20,50,30,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,121,21,46,33,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,131,21,43,36,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,141,22,39,39,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,151,26,35,39,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,161,27,29,44,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,171,29,24,47,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,181,30,22,48,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,191,31,21,48,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,201,31,18,51,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,211,32,16,52,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,221,34,14,52,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,231,36,10,54,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,241,35,10,55,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,251,38,8,54,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,261,40,8,52,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,271,41,8,51,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,281,41,8,51,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,291,44,5,51,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,301,44,5,51,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,311,44,5,51,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,321,46,4,50,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,331,48,4,48,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,341,47,4,49,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,351,46,4,50,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,361,48,4,48,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,371,48,3,49,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,381,49,3,48,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,391,53,1,46,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,401,53,1,46,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,411,54,1,45,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,421,56,1,43,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,431,57,1,42,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,441,58,1,41,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,451,57,1,42,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,461,58,1,41,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,471,59,1,40,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,481,60,1,39,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,491,59,1,40,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,501,59,1,40,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,511,60,1,39,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,521,62,1,37,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,531,63,1,36,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,541,63,1,36,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,551,64,1,35,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,561,64,1,35,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,571,65,1,34,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,581,68,1,31,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,591,68,1,31,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,601,68,1,31,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,611,68,1,31,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,621,68,1,31,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,631,69,1,30,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,641,70,1,29,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,651,70,1,29,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,661,70,1,29,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,671,69,0,31,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,681,69,0,31,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,691,69,0,31,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,701,70,0,30,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,711,70,0,30,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,721,71,0,29,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,731,74,0,26,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,741,72,0,28,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,751,74,0,26,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,761,73,0,27,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,771,74,0,26,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,781,75,0,25,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,791,75,0,25,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,801,75,0,25,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,811,77,0,23,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,821,77,0,23,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,831,77,0,23,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,841,78,0,22,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,851,78,0,22,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,861,79,0,21,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,871,80,0,20,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,881,80,0,20,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,891,80,0,20,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,901,80,0,20,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,911,80,0,20,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,921,80,0,20,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,931,80,0,20,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,941,80,0,20,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,951,80,0,20,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,961,81,0,19,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,971,82,0,18,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,981,82,0,18,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,991,82,0,18,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1001,82,0,18,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1011,82,0,18,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1021,85,0,15,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1031,85,0,15,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1041,85,0,15,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1051,85,0,15,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1061,85,0,15,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1071,85,0,15,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1081,85,0,15,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1091,85,0,15,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1101,85,0,15,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1111,85,0,15,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1121,87,0,13,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1131,87,0,13,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1141,87,0,13,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1151,87,0,13,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1161,87,0,13,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1171,88,0,12,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1181,88,0,12,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1191,88,0,12,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1201,88,0,12,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1211,88,0,12,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1221,89,0,11,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1231,89,0,11,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1241,91,0,9,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1251,91,0,9,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1261,91,0,9,0,5,5,2970,1,0,CO,majority_opinion,10000
