,#agents,current step,#positives,#neutrals,#negatives,#isolates,#experts,#liars,#initial_connections,#news,#cluster distance,#comm_protocol,#conv_protocol,#steps
0,100,2,5,90,5,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,11,5,88,7,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,21,5,84,11,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,31,6,81,13,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,41,7,78,15,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,51,7,75,18,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,61,7,75,18,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,71,8,74,18,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,81,11,70,19,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,91,12,67,21,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,101,11,66,23,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,111,12,61,27,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,121,13,60,27,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,131,16,55,29,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,141,17,55,28,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,151,18,54,28,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,161,18,51,31,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,171,19,48,33,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,181,23,43,34,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,191,25,40,35,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,201,25,40,35,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,211,27,36,37,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,221,30,31,39,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,231,30,30,40,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,241,33,24,43,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,251,33,23,44,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,261,38,19,43,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,271,39,19,42,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,281,42,18,40,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,291,43,17,40,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,301,46,14,40,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,311,49,12,39,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,321,49,11,40,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,331,51,10,39,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,341,52,9,39,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,351,53,8,39,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,361,54,7,39,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,371,55,7,38,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,381,56,6,38,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,391,58,4,38,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,401,58,4,38,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,411,57,4,39,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,421,58,3,39,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,431,61,3,36,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,441,62,2,36,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,451,63,2,35,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,461,64,2,34,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,471,64,2,34,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,481,64,2,34,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,491,65,2,33,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,501,69,2,29,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,511,70,2,28,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,521,72,2,26,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,531,72,2,26,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,541,71,2,27,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,551,72,2,26,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,561,73,1,26,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,571,75,0,25,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,581,75,0,25,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,591,77,0,23,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,601,78,0,22,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,611,79,0,21,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,621,80,0,20,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,631,82,0,18,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,641,82,0,18,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,651,81,0,19,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,661,82,0,18,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,671,82,0,18,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,681,81,0,19,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,691,82,0,18,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,701,83,0,17,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,711,84,0,16,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,721,84,0,16,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,731,86,0,14,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,741,86,0,14,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,751,86,0,14,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,761,86,0,14,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,771,86,0,14,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,781,86,0,14,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,791,86,0,14,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,801,86,0,14,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,811,86,0,14,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,821,87,0,13,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,831,88,0,12,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,841,89,0,11,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,851,90,0,10,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,861,90,0,10,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,871,90,0,10,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,881,90,0,10,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,891,92,0,8,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,901,92,0,8,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,911,92,0,8,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,921,92,0,8,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,931,92,0,8,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,941,92,0,8,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,951,92,0,8,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,961,92,0,8,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,971,93,0,7,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,981,93,0,7,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,991,93,0,7,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1001,93,0,7,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1011,93,0,7,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1021,93,0,7,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1031,93,0,7,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1041,93,0,7,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1051,93,0,7,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1061,94,0,6,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1071,94,0,6,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1081,94,0,6,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1091,94,0,6,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1101,94,0,6,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1111,94,0,6,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1121,94,0,6,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1131,94,0,6,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1141,95,0,5,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1151,95,0,5,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1161,95,0,5,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1171,95,0,5,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1181,95,0,5,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1191,95,0,5,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1201,95,0,5,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1211,95,0,5,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1221,95,0,5,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1231,95,0,5,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1241,95,0,5,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1251,95,0,5,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,1261,95,0,5,0,5,5,2970,1,0,CO,majority_opinion,10000
