,#agents,current step,#positives,#neutrals,#negatives,#isolates,#experts,#liars,#initial_connections,#news,#cluster distance,#comm_protocol,#conv_protocol,#steps
0,100,2,5,90,5,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,11,7,88,5,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,21,7,87,6,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,31,8,83,9,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,41,8,83,9,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,51,9,82,9,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,61,11,77,12,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,71,13,75,12,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,81,13,74,13,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,91,16,70,14,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,101,17,67,16,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,111,17,65,18,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,121,18,63,19,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,131,20,59,21,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,141,21,56,23,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,151,23,54,23,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,161,24,51,25,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,171,25,48,27,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,181,26,44,30,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,191,26,41,33,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,201,26,40,34,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,211,26,38,36,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,221,27,35,38,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,231,27,30,43,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,241,28,27,45,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,251,30,23,47,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,261,29,23,48,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,271,29,22,49,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,281,32,20,48,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,291,33,18,49,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,301,32,16,52,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,311,34,14,52,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,321,37,11,52,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,331,38,11,51,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,341,39,11,50,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,351,40,8,52,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,361,41,8,51,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,371,43,6,51,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,381,45,3,52,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,391,45,3,52,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,401,46,3,51,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,411,47,3,50,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,421,48,3,49,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,431,49,3,48,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,441,50,2,48,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,451,50,2,48,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,461,50,2,48,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,471,52,2,46,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,481,53,2,45,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,491,55,2,43,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,501,54,2,44,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,511,54,1,45,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,521,57,1,42,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,531,56,1,43,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,541,56,1,43,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,551,55,1,44,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,561,55,1,44,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,571,55,1,44,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,581,55,1,44,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,591,55,1,44,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,601,54,1,45,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,611,55,1,44,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,621,59,1,40,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,631,59,1,40,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,641,61,0,39,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,651,61,0,39,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,661,62,0,38,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,671,61,0,39,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,681,62,0,38,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,691,64,0,36,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,701,64,0,36,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,711,65,0,35,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,721,66,0,34,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,731,66,0,34,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,741,67,0,33,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,751,67,0,33,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,761,67,0,33,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,771,70,0,30,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,781,71,0,29,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,791,72,0,28,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,801,72,0,28,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,811,73,0,27,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,821,72,0,28,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,831,71,0,29,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,841,72,0,28,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,851,74,0,26,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,861,75,0,25,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,871,76,0,24,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,881,75,0,25,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,891,75,0,25,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,901,76,0,24,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,911,77,0,23,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,921,79,0,21,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,931,79,0,21,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,941,79,0,21,0,5,5,2970,1,0,CO,majority_opinion,10000
0,100,951,79,0,21,0,5,5,2970,1,0,CO,majority_opinion,10000
