,#agents,current step,#positives,#neutrals,#negatives,#isolates,#experts,#liars,#initial_connections,#news,#cluster distance,#comm_protocol,#conv_protocol,#steps
0,100,2,5,90,5,0,5,5,2970,1,0,CO,discussion,10000
0,100,11,5,90,5,0,5,5,2970,1,0,CO,discussion,10000
0,100,21,5,90,5,0,5,5,2970,1,0,CO,discussion,10000
0,100,31,5,89,6,0,5,5,2970,1,0,CO,discussion,10000
0,100,41,5,89,6,0,5,5,2970,1,0,CO,discussion,10000
0,100,51,6,87,7,0,5,5,2970,1,0,CO,discussion,10000
0,100,61,7,85,8,0,5,5,2970,1,0,CO,discussion,10000
0,100,71,8,84,8,0,5,5,2970,1,0,CO,discussion,10000
0,100,81,9,83,8,0,5,5,2970,1,0,CO,discussion,10000
0,100,91,9,81,10,0,5,5,2970,1,0,CO,discussion,10000
0,100,101,9,81,10,0,5,5,2970,1,0,CO,discussion,10000
0,100,111,11,79,10,0,5,5,2970,1,0,CO,discussion,10000
0,100,121,11,79,10,0,5,5,2970,1,0,CO,discussion,10000
0,100,131,12,78,10,0,5,5,2970,1,0,CO,discussion,10000
0,100,141,12,77,11,0,5,5,2970,1,0,CO,discussion,10000
0,100,151,14,74,12,0,5,5,2970,1,0,CO,discussion,10000
0,100,161,15,72,13,0,5,5,2970,1,0,CO,discussion,10000
0,100,171,15,72,13,0,5,5,2970,1,0,CO,discussion,10000
0,100,181,15,71,14,0,5,5,2970,1,0,CO,discussion,10000
0,100,191,18,69,13,0,5,5,2970,1,0,CO,discussion,10000
0,100,201,21,67,12,0,5,5,2970,1,0,CO,discussion,10000
0,100,211,22,65,13,0,5,5,2970,1,0,CO,discussion,10000
0,100,221,22,64,14,0,5,5,2970,1,0,CO,discussion,10000
0,100,231,23,62,15,0,5,5,2970,1,0,CO,discussion,10000
0,100,241,25,60,15,0,5,5,2970,1,0,CO,discussion,10000
0,100,251,25,59,16,0,5,5,2970,1,0,CO,discussion,10000
0,100,261,25,58,17,0,5,5,2970,1,0,CO,discussion,10000
0,100,271,25,56,19,0,5,5,2970,1,0,CO,discussion,10000
0,100,281,25,54,21,0,5,5,2970,1,0,CO,discussion,10000
0,100,291,27,51,22,0,5,5,2970,1,0,CO,discussion,10000
0,100,301,30,48,22,0,5,5,2970,1,0,CO,discussion,10000
0,100,311,31,45,24,0,5,5,2970,1,0,CO,discussion,10000
0,100,321,32,43,25,0,5,5,2970,1,0,CO,discussion,10000
0,100,331,36,38,26,0,5,5,2970,1,0,CO,discussion,10000
0,100,341,38,36,26,0,5,5,2970,1,0,CO,discussion,10000
0,100,351,41,34,25,0,5,5,2970,1,0,CO,discussion,10000
0,100,361,42,32,26,0,5,5,2970,1,0,CO,discussion,10000
0,100,371,45,29,26,0,5,5,2970,1,0,CO,discussion,10000
0,100,381,47,25,28,0,5,5,2970,1,0,CO,discussion,10000
0,100,391,47,25,28,0,5,5,2970,1,0,CO,discussion,10000
0,100,401,47,24,29,0,5,5,2970,1,0,CO,discussion,10000
0,100,411,50,21,29,0,5,5,2970,1,0,CO,discussion,10000
0,100,421,51,20,29,0,5,5,2970,1,0,CO,discussion,10000
0,100,431,51,20,29,0,5,5,2970,1,0,CO,discussion,10000
0,100,441,54,19,27,0,5,5,2970,1,0,CO,discussion,10000
0,100,451,57,14,29,0,5,5,2970,1,0,CO,discussion,10000
0,100,461,55,14,31,0,5,5,2970,1,0,CO,discussion,10000
0,100,471,56,14,30,0,5,5,2970,1,0,CO,discussion,10000
0,100,481,56,13,31,0,5,5,2970,1,0,CO,discussion,10000
0,100,491,56,12,32,0,5,5,2970,1,0,CO,discussion,10000
0,100,501,53,12,35,0,5,5,2970,1,0,CO,discussion,10000
0,100,511,53,12,35,0,5,5,2970,1,0,CO,discussion,10000
0,100,521,53,12,35,0,5,5,2970,1,0,CO,discussion,10000
0,100,531,53,11,36,0,5,5,2970,1,0,CO,discussion,10000
0,100,541,53,10,37,0,5,5,2970,1,0,CO,discussion,10000
0,100,551,52,10,38,0,5,5,2970,1,0,CO,discussion,10000
0,100,561,54,9,37,0,5,5,2970,1,0,CO,discussion,10000
0,100,571,55,7,38,0,5,5,2970,1,0,CO,discussion,10000
0,100,581,55,7,38,0,5,5,2970,1,0,CO,discussion,10000
0,100,591,54,6,40,0,5,5,2970,1,0,CO,discussion,10000
0,100,601,54,6,40,0,5,5,2970,1,0,CO,discussion,10000
0,100,611,54,6,40,0,5,5,2970,1,0,CO,discussion,10000
0,100,621,54,6,40,0,5,5,2970,1,0,CO,discussion,10000
0,100,631,54,6,40,0,5,5,2970,1,0,CO,discussion,10000
0,100,641,54,4,42,0,5,5,2970,1,0,CO,discussion,10000
0,100,651,55,4,41,0,5,5,2970,1,0,CO,discussion,10000
0,100,661,55,4,41,0,5,5,2970,1,0,CO,discussion,10000
0,100,671,56,4,40,0,5,5,2970,1,0,CO,discussion,10000
0,100,681,58,2,40,0,5,5,2970,1,0,CO,discussion,10000
0,100,691,58,2,40,0,5,5,2970,1,0,CO,discussion,10000
0,100,701,60,2,38,0,5,5,2970,1,0,CO,discussion,10000
0,100,711,62,2,36,0,5,5,2970,1,0,CO,discussion,10000
0,100,721,62,2,36,0,5,5,2970,1,0,CO,discussion,10000
0,100,731,62,2,36,0,5,5,2970,1,0,CO,discussion,10000
0,100,741,60,2,38,0,5,5,2970,1,0,CO,discussion,10000
0,100,751,60,2,38,0,5,5,2970,1,0,CO,discussion,10000
0,100,761,64,2,34,0,5,5,2970,1,0,CO,discussion,10000
0,100,771,64,2,34,0,5,5,2970,1,0,CO,discussion,10000
0,100,781,64,2,34,0,5,5,2970,1,0,CO,discussion,10000
0,100,791,65,2,33,0,5,5,2970,1,0,CO,discussion,10000
0,100,801,65,2,33,0,5,5,2970,1,0,CO,discussion,10000
0,100,811,64,2,34,0,5,5,2970,1,0,CO,discussion,10000
0,100,821,65,1,34,0,5,5,2970,1,0,CO,discussion,10000
0,100,831,67,1,32,0,5,5,2970,1,0,CO,discussion,10000
0,100,841,67,1,32,0,5,5,2970,1,0,CO,discussion,10000
0,100,851,66,1,33,0,5,5,2970,1,0,CO,discussion,10000
0,100,861,67,1,32,0,5,5,2970,1,0,CO,discussion,10000
0,100,871,68,1,31,0,5,5,2970,1,0,CO,discussion,10000
0,100,881,67,1,32,0,5,5,2970,1,0,CO,discussion,10000
0,100,891,67,1,32,0,5,5,2970,1,0,CO,discussion,10000
0,100,901,67,1,32,0,5,5,2970,1,0,CO,discussion,10000
0,100,911,67,1,32,0,5,5,2970,1,0,CO,discussion,10000
0,100,921,68,1,31,0,5,5,2970,1,0,CO,discussion,10000
0,100,931,69,1,30,0,5,5,2970,1,0,CO,discussion,10000
0,100,941,69,1,30,0,5,5,2970,1,0,CO,discussion,10000
0,100,951,70,1,29,0,5,5,2970,1,0,CO,discussion,10000
0,100,961,71,1,28,0,5,5,2970,1,0,CO,discussion,10000
0,100,971,72,1,27,0,5,5,2970,1,0,CO,discussion,10000
0,100,981,72,1,27,0,5,5,2970,1,0,CO,discussion,10000
0,100,991,72,0,28,0,5,5,2970,1,0,CO,discussion,10000
0,100,1001,73,0,27,0,5,5,2970,1,0,CO,discussion,10000
0,100,1011,75,0,25,0,5,5,2970,1,0,CO,discussion,10000
0,100,1021,75,0,25,0,5,5,2970,1,0,CO,discussion,10000
0,100,1031,75,0,25,0,5,5,2970,1,0,CO,discussion,10000
0,100,1041,77,0,23,0,5,5,2970,1,0,CO,discussion,10000
0,100,1051,77,0,23,0,5,5,2970,1,0,CO,discussion,10000
0,100,1061,78,0,22,0,5,5,2970,1,0,CO,discussion,10000
0,100,1071,80,0,20,0,5,5,2970,1,0,CO,discussion,10000
0,100,1081,80,0,20,0,5,5,2970,1,0,CO,discussion,10000
0,100,1091,80,0,20,0,5,5,2970,1,0,CO,discussion,10000
0,100,1101,80,0,20,0,5,5,2970,1,0,CO,discussion,10000
0,100,1111,80,0,20,0,5,5,2970,1,0,CO,discussion,10000
0,100,1121,77,0,23,0,5,5,2970,1,0,CO,discussion,10000
0,100,1131,77,0,23,0,5,5,2970,1,0,CO,discussion,10000
0,100,1141,77,0,23,0,5,5,2970,1,0,CO,discussion,10000
0,100,1151,76,0,24,0,5,5,2970,1,0,CO,discussion,10000
0,100,1161,75,0,25,0,5,5,2970,1,0,CO,discussion,10000
0,100,1171,75,0,25,0,5,5,2970,1,0,CO,discussion,10000
0,100,1181,75,0,25,0,5,5,2970,1,0,CO,discussion,10000
0,100,1191,77,0,23,0,5,5,2970,1,0,CO,discussion,10000
0,100,1201,75,0,25,0,5,5,2970,1,0,CO,discussion,10000
0,100,1211,76,0,24,0,5,5,2970,1,0,CO,discussion,10000
0,100,1221,76,0,24,0,5,5,2970,1,0,CO,discussion,10000
0,100,1231,76,0,24,0,5,5,2970,1,0,CO,discussion,10000
0,100,1241,77,0,23,0,5,5,2970,1,0,CO,discussion,10000
0,100,1251,77,0,23,0,5,5,2970,1,0,CO,discussion,10000
0,100,1261,77,0,23,0,5,5,2970,1,0,CO,discussion,10000
0,100,1271,77,0,23,0,5,5,2970,1,0,CO,discussion,10000
0,100,1281,78,0,22,0,5,5,2970,1,0,CO,discussion,10000
0,100,1291,80,0,20,0,5,5,2970,1,0,CO,discussion,10000
0,100,1301,80,0,20,0,5,5,2970,1,0,CO,discussion,10000
0,100,1311,82,0,18,0,5,5,2970,1,0,CO,discussion,10000
0,100,1321,81,0,19,0,5,5,2970,1,0,CO,discussion,10000
0,100,1331,81,0,19,0,5,5,2970,1,0,CO,discussion,10000
0,100,1341,84,0,16,0,5,5,2970,1,0,CO,discussion,10000
0,100,1351,83,0,17,0,5,5,2970,1,0,CO,discussion,10000
0,100,1361,82,0,18,0,5,5,2970,1,0,CO,discussion,10000
0,100,1371,82,0,18,0,5,5,2970,1,0,CO,discussion,10000
0,100,1381,82,0,18,0,5,5,2970,1,0,CO,discussion,10000
0,100,1391,84,0,16,0,5,5,2970,1,0,CO,discussion,10000
0,100,1401,84,0,16,0,5,5,2970,1,0,CO,discussion,10000
0,100,1411,84,0,16,0,5,5,2970,1,0,CO,discussion,10000
0,100,1421,83,0,17,0,5,5,2970,1,0,CO,discussion,10000
0,100,1431,84,0,16,0,5,5,2970,1,0,CO,discussion,10000
0,100,1441,83,0,17,0,5,5,2970,1,0,CO,discussion,10000
0,100,1451,84,0,16,0,5,5,2970,1,0,CO,discussion,10000
0,100,1461,84,0,16,0,5,5,2970,1,0,CO,discussion,10000
0,100,1471,84,0,16,0,5,5,2970,1,0,CO,discussion,10000
0,100,1481,85,0,15,0,5,5,2970,1,0,CO,discussion,10000
0,100,1491,85,0,15,0,5,5,2970,1,0,CO,discussion,10000
0,100,1501,85,0,15,0,5,5,2970,1,0,CO,discussion,10000
0,100,1511,84,0,16,0,5,5,2970,1,0,CO,discussion,10000
0,100,1521,84,0,16,0,5,5,2970,1,0,CO,discussion,10000
0,100,1531,84,0,16,0,5,5,2970,1,0,CO,discussion,10000
0,100,1541,84,0,16,0,5,5,2970,1,0,CO,discussion,10000
0,100,1551,84,0,16,0,5,5,2970,1,0,CO,discussion,10000
0,100,1561,84,0,16,0,5,5,2970,1,0,CO,discussion,10000
0,100,1571,85,0,15,0,5,5,2970,1,0,CO,discussion,10000
0,100,1581,85,0,15,0,5,5,2970,1,0,CO,discussion,10000
0,100,1591,85,0,15,0,5,5,2970,1,0,CO,discussion,10000
0,100,1601,85,0,15,0,5,5,2970,1,0,CO,discussion,10000
0,100,1611,87,0,13,0,5,5,2970,1,0,CO,discussion,10000
0,100,1621,87,0,13,0,5,5,2970,1,0,CO,discussion,10000
0,100,1631,87,0,13,0,5,5,2970,1,0,CO,discussion,10000
0,100,1641,89,0,11,0,5,5,2970,1,0,CO,discussion,10000
0,100,1651,88,0,12,0,5,5,2970,1,0,CO,discussion,10000
0,100,1661,88,0,12,0,5,5,2970,1,0,CO,discussion,10000
0,100,1671,88,0,12,0,5,5,2970,1,0,CO,discussion,10000
0,100,1681,88,0,12,0,5,5,2970,1,0,CO,discussion,10000
0,100,1691,88,0,12,0,5,5,2970,1,0,CO,discussion,10000
0,100,1701,88,0,12,0,5,5,2970,1,0,CO,discussion,10000
0,100,1711,88,0,12,0,5,5,2970,1,0,CO,discussion,10000
0,100,1721,88,0,12,0,5,5,2970,1,0,CO,discussion,10000
0,100,1731,89,0,11,0,5,5,2970,1,0,CO,discussion,10000
0,100,1741,89,0,11,0,5,5,2970,1,0,CO,discussion,10000
0,100,1751,89,0,11,0,5,5,2970,1,0,CO,discussion,10000
0,100,1761,89,0,11,0,5,5,2970,1,0,CO,discussion,10000
0,100,1771,90,0,10,0,5,5,2970,1,0,CO,discussion,10000
0,100,1781,90,0,10,0,5,5,2970,1,0,CO,discussion,10000
0,100,1791,90,0,10,0,5,5,2970,1,0,CO,discussion,10000
0,100,1801,90,0,10,0,5,5,2970,1,0,CO,discussion,10000
0,100,1811,90,0,10,0,5,5,2970,1,0,CO,discussion,10000
0,100,1821,90,0,10,0,5,5,2970,1,0,CO,discussion,10000
0,100,1831,90,0,10,0,5,5,2970,1,0,CO,discussion,10000
0,100,1841,90,0,10,0,5,5,2970,1,0,CO,discussion,10000
0,100,1851,90,0,10,0,5,5,2970,1,0,CO,discussion,10000
