,#agents,current step,#positives,#neutrals,#negatives,#isolates,#experts,#liars,#initial_connections,#news,#cluster distance,#comm_protocol,#conv_protocol,#steps
0,100,2,5,90,5,0,5,5,2970,1,0,CO,discussion,10000
0,100,11,5,89,6,0,5,5,2970,1,0,CO,discussion,10000
0,100,21,5,89,6,0,5,5,2970,1,0,CO,discussion,10000
0,100,31,6,87,7,0,5,5,2970,1,0,CO,discussion,10000
0,100,41,6,87,7,0,5,5,2970,1,0,CO,discussion,10000
0,100,51,7,85,8,0,5,5,2970,1,0,CO,discussion,10000
0,100,61,7,84,9,0,5,5,2970,1,0,CO,discussion,10000
0,100,71,8,83,9,0,5,5,2970,1,0,CO,discussion,10000
0,100,81,8,82,10,0,5,5,2970,1,0,CO,discussion,10000
0,100,91,9,80,11,0,5,5,2970,1,0,CO,discussion,10000
0,100,101,9,80,11,0,5,5,2970,1,0,CO,discussion,10000
0,100,111,9,78,13,0,5,5,2970,1,0,CO,discussion,10000
0,100,121,9,77,14,0,5,5,2970,1,0,CO,discussion,10000
0,100,131,10,76,14,0,5,5,2970,1,0,CO,discussion,10000
0,100,141,11,73,16,0,5,5,2970,1,0,CO,discussion,10000
0,100,151,12,72,16,0,5,5,2970,1,0,CO,discussion,10000
0,100,161,14,69,17,0,5,5,2970,1,0,CO,discussion,10000
0,100,171,16,66,18,0,5,5,2970,1,0,CO,discussion,10000
0,100,181,17,64,19,0,5,5,2970,1,0,CO,discussion,10000
0,100,191,18,62,20,0,5,5,2970,1,0,CO,discussion,10000
0,100,201,18,60,22,0,5,5,2970,1,0,CO,discussion,10000
0,100,211,19,59,22,0,5,5,2970,1,0,CO,discussion,10000
0,100,221,20,58,22,0,5,5,2970,1,0,CO,discussion,10000
0,100,231,22,57,21,0,5,5,2970,1,0,CO,discussion,10000
0,100,241,25,55,20,0,5,5,2970,1,0,CO,discussion,10000
0,100,251,28,51,21,0,5,5,2970,1,0,CO,discussion,10000
0,100,261,30,47,23,0,5,5,2970,1,0,CO,discussion,10000
0,100,271,30,46,24,0,5,5,2970,1,0,CO,discussion,10000
0,100,281,32,42,26,0,5,5,2970,1,0,CO,discussion,10000
0,100,291,35,39,26,0,5,5,2970,1,0,CO,discussion,10000
0,100,301,34,38,28,0,5,5,2970,1,0,CO,discussion,10000
0,100,311,35,35,30,0,5,5,2970,1,0,CO,discussion,10000
0,100,321,39,34,27,0,5,5,2970,1,0,CO,discussion,10000
0,100,331,42,32,26,0,5,5,2970,1,0,CO,discussion,10000
0,100,341,43,31,26,0,5,5,2970,1,0,CO,discussion,10000
0,100,351,42,30,28,0,5,5,2970,1,0,CO,discussion,10000
0,100,361,45,29,26,0,5,5,2970,1,0,CO,discussion,10000
0,100,371,44,27,29,0,5,5,2970,1,0,CO,discussion,10000
0,100,381,46,24,30,0,5,5,2970,1,0,CO,discussion,10000
0,100,391,46,24,30,0,5,5,2970,1,0,CO,discussion,10000
0,100,401,49,21,30,0,5,5,2970,1,0,CO,discussion,10000
0,100,411,50,20,30,0,5,5,2970,1,0,CO,discussion,10000
0,100,421,48,20,32,0,5,5,2970,1,0,CO,discussion,10000
0,100,431,48,20,32,0,5,5,2970,1,0,CO,discussion,10000
0,100,441,50,18,32,0,5,5,2970,1,0,CO,discussion,10000
0,100,451,50,17,33,0,5,5,2970,1,0,CO,discussion,10000
0,100,461,52,16,32,0,5,5,2970,1,0,CO,discussion,10000
0,100,471,53,15,32,0,5,5,2970,1,0,CO,discussion,10000
0,100,481,55,15,30,0,5,5,2970,1,0,CO,discussion,10000
0,100,491,55,14,31,0,5,5,2970,1,0,CO,discussion,10000
0,100,501,57,12,31,0,5,5,2970,1,0,CO,discussion,10000
0,100,511,58,12,30,0,5,5,2970,1,0,CO,discussion,10000
0,100,521,60,12,28,0,5,5,2970,1,0,CO,discussion,10000
0,100,531,59,12,29,0,5,5,2970,1,0,CO,discussion,10000
0,100,541,59,11,30,0,5,5,2970,1,0,CO,discussion,10000
0,100,551,62,8,30,0,5,5,2970,1,0,CO,discussion,10000
0,100,561,65,7,28,0,5,5,2970,1,0,CO,discussion,10000
0,100,571,66,7,27,0,5,5,2970,1,0,CO,discussion,10000
0,100,581,64,7,29,0,5,5,2970,1,0,CO,discussion,10000
0,100,591,65,6,29,0,5,5,2970,1,0,CO,discussion,10000
0,100,601,68,6,26,0,5,5,2970,1,0,CO,discussion,10000
0,100,611,67,6,27,0,5,5,2970,1,0,CO,discussion,10000
0,100,621,67,5,28,0,5,5,2970,1,0,CO,discussion,10000
0,100,631,69,4,27,0,5,5,2970,1,0,CO,discussion,10000
0,100,641,69,4,27,0,5,5,2970,1,0,CO,discussion,10000
0,100,651,69,4,27,0,5,5,2970,1,0,CO,discussion,10000
0,100,661,71,4,25,0,5,5,2970,1,0,CO,discussion,10000
0,100,671,70,4,26,0,5,5,2970,1,0,CO,discussion,10000
0,100,681,72,3,25,0,5,5,2970,1,0,CO,discussion,10000
0,100,691,75,3,22,0,5,5,2970,1,0,CO,discussion,10000
0,100,701,77,1,22,0,5,5,2970,1,0,CO,discussion,10000
0,100,711,77,1,22,0,5,5,2970,1,0,CO,discussion,10000
0,100,721,77,0,23,0,5,5,2970,1,0,CO,discussion,10000
0,100,731,77,0,23,0,5,5,2970,1,0,CO,discussion,10000
0,100,741,79,0,21,0,5,5,2970,1,0,CO,discussion,10000
0,100,751,79,0,21,0,5,5,2970,1,0,CO,discussion,10000
0,100,761,78,0,22,0,5,5,2970,1,0,CO,discussion,10000
0,100,771,79,0,21,0,5,5,2970,1,0,CO,discussion,10000
0,100,781,79,0,21,0,5,5,2970,1,0,CO,discussion,10000
0,100,791,79,0,21,0,5,5,2970,1,0,CO,discussion,10000
0,100,801,79,0,21,0,5,5,2970,1,0,CO,discussion,10000
0,100,811,79,0,21,0,5,5,2970,1,0,CO,discussion,10000
0,100,821,80,0,20,0,5,5,2970,1,0,CO,discussion,10000
0,100,831,79,0,21,0,5,5,2970,1,0,CO,discussion,10000
0,100,841,76,0,24,0,5,5,2970,1,0,CO,discussion,10000
0,100,851,76,0,24,0,5,5,2970,1,0,CO,discussion,10000
0,100,861,74,0,26,0,5,5,2970,1,0,CO,discussion,10000
0,100,871,73,0,27,0,5,5,2970,1,0,CO,discussion,10000
0,100,881,74,0,26,0,5,5,2970,1,0,CO,discussion,10000
0,100,891,77,0,23,0,5,5,2970,1,0,CO,discussion,10000
0,100,901,78,0,22,0,5,5,2970,1,0,CO,discussion,10000
0,100,911,79,0,21,0,5,5,2970,1,0,CO,discussion,10000
0,100,921,79,0,21,0,5,5,2970,1,0,CO,discussion,10000
0,100,931,79,0,21,0,5,5,2970,1,0,CO,discussion,10000
0,100,941,79,0,21,0,5,5,2970,1,0,CO,discussion,10000
0,100,951,78,0,22,0,5,5,2970,1,0,CO,discussion,10000
0,100,961,80,0,20,0,5,5,2970,1,0,CO,discussion,10000
0,100,971,80,0,20,0,5,5,2970,1,0,CO,discussion,10000
0,100,981,81,0,19,0,5,5,2970,1,0,CO,discussion,10000
0,100,991,80,0,20,0,5,5,2970,1,0,CO,discussion,10000
0,100,1001,80,0,20,0,5,5,2970,1,0,CO,discussion,10000
