,#agents,current step,#positives,#neutrals,#negatives,#experts,#liars,#initial_connections,#news,#cluster distance,#comm_protocol,#conv_protocol,#steps
0,100,1,5,90,5,5,5,200,1,0,SYO,simple,1500
0,100,2,5,90,5,5,5,200,1,0,SYO,simple,1500
0,100,3,5,90,5,5,5,200,1,0,SYO,simple,1500
0,100,4,5,90,5,5,5,200,1,0,SYO,simple,1500
0,100,5,5,90,5,5,5,200,1,0,SYO,simple,1500
0,100,6,5,90,5,5,5,200,1,0,SYO,simple,1500
0,100,7,5,90,5,5,5,200,1,0,SYO,simple,1500
0,100,8,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,9,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,10,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,11,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,12,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,13,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,14,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,15,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,16,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,17,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,18,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,19,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,20,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,21,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,22,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,23,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,24,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,25,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,26,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,27,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,28,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,29,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,30,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,31,6,89,5,5,5,200,1,0,SYO,simple,1500
0,100,32,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,33,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,34,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,35,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,36,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,37,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,38,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,39,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,40,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,41,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,42,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,43,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,44,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,45,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,46,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,47,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,48,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,49,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,50,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,51,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,52,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,53,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,54,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,55,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,56,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,57,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,58,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,59,6,88,6,5,5,200,1,0,SYO,simple,1500
0,100,60,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,61,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,62,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,63,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,64,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,65,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,66,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,67,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,68,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,69,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,70,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,71,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,72,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,73,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,74,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,75,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,76,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,77,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,78,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,79,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,80,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,81,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,82,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,83,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,84,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,85,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,86,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,87,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,88,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,89,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,90,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,91,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,92,7,87,6,5,5,200,1,0,SYO,simple,1500
0,100,93,7,86,7,5,5,200,1,0,SYO,simple,1500
0,100,94,7,86,7,5,5,200,1,0,SYO,simple,1500
0,100,95,7,86,7,5,5,200,1,0,SYO,simple,1500
0,100,96,7,86,7,5,5,200,1,0,SYO,simple,1500
0,100,97,7,86,7,5,5,200,1,0,SYO,simple,1500
0,100,98,7,86,7,5,5,200,1,0,SYO,simple,1500
0,100,99,7,86,7,5,5,200,1,0,SYO,simple,1500
0,100,100,7,85,8,5,5,200,1,0,SYO,simple,1500
0,100,101,7,85,8,5,5,200,1,0,SYO,simple,1500
0,100,102,7,85,8,5,5,200,1,0,SYO,simple,1500
0,100,103,7,85,8,5,5,200,1,0,SYO,simple,1500
0,100,104,7,85,8,5,5,200,1,0,SYO,simple,1500
0,100,105,7,85,8,5,5,200,1,0,SYO,simple,1500
0,100,106,7,85,8,5,5,200,1,0,SYO,simple,1500
0,100,107,7,85,8,5,5,200,1,0,SYO,simple,1500
0,100,108,7,85,8,5,5,200,1,0,SYO,simple,1500
0,100,109,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,110,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,111,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,112,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,113,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,114,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,115,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,116,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,117,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,118,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,119,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,120,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,121,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,122,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,123,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,124,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,125,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,126,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,127,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,128,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,129,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,130,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,131,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,132,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,133,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,134,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,135,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,136,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,137,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,138,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,139,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,140,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,141,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,142,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,143,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,144,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,145,8,84,8,5,5,200,1,0,SYO,simple,1500
0,100,146,9,84,7,5,5,200,1,0,SYO,simple,1500
0,100,147,9,84,7,5,5,200,1,0,SYO,simple,1500
0,100,148,9,84,7,5,5,200,1,0,SYO,simple,1500
0,100,149,9,84,7,5,5,200,1,0,SYO,simple,1500
0,100,150,9,84,7,5,5,200,1,0,SYO,simple,1500
0,100,151,9,84,7,5,5,200,1,0,SYO,simple,1500
0,100,152,9,84,7,5,5,200,1,0,SYO,simple,1500
0,100,153,9,84,7,5,5,200,1,0,SYO,simple,1500
0,100,154,10,83,7,5,5,200,1,0,SYO,simple,1500
0,100,155,10,83,7,5,5,200,1,0,SYO,simple,1500
0,100,156,10,83,7,5,5,200,1,0,SYO,simple,1500
0,100,157,10,83,7,5,5,200,1,0,SYO,simple,1500
0,100,158,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,159,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,160,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,161,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,162,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,163,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,164,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,165,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,166,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,167,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,168,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,169,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,170,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,171,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,172,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,173,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,174,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,175,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,176,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,177,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,178,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,179,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,180,11,82,7,5,5,200,1,0,SYO,simple,1500
0,100,181,11,82,7,5,5,200,1,0,SYO,simple,1500
