,#agents,current step,#positives,#neutrals,#negatives,#experts,#liars,#initial_connections,#news,#cluster distance,#comm_protocol,#conv_protocol,#steps
0,100,1,5,90,5,5,5,200,1,0,CO,simple,1500
0,100,2,5,90,5,5,5,200,1,0,CO,simple,1500
0,100,3,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,4,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,5,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,6,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,7,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,8,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,9,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,10,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,11,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,12,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,13,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,14,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,15,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,16,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,17,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,18,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,19,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,20,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,21,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,22,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,23,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,24,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,25,5,89,6,5,5,200,1,0,CO,simple,1500
0,100,26,5,88,7,5,5,200,1,0,CO,simple,1500
0,100,27,5,88,7,5,5,200,1,0,CO,simple,1500
0,100,28,5,87,8,5,5,200,1,0,CO,simple,1500
0,100,29,5,87,8,5,5,200,1,0,CO,simple,1500
0,100,30,5,87,8,5,5,200,1,0,CO,simple,1500
0,100,31,5,87,8,5,5,200,1,0,CO,simple,1500
0,100,32,5,87,8,5,5,200,1,0,CO,simple,1500
0,100,33,5,87,8,5,5,200,1,0,CO,simple,1500
0,100,34,5,87,8,5,5,200,1,0,CO,simple,1500
0,100,35,5,87,8,5,5,200,1,0,CO,simple,1500
0,100,36,5,87,8,5,5,200,1,0,CO,simple,1500
0,100,37,5,87,8,5,5,200,1,0,CO,simple,1500
0,100,38,5,87,8,5,5,200,1,0,CO,simple,1500
0,100,39,5,87,8,5,5,200,1,0,CO,simple,1500
0,100,40,5,87,8,5,5,200,1,0,CO,simple,1500
0,100,41,5,87,8,5,5,200,1,0,CO,simple,1500
0,100,42,5,87,8,5,5,200,1,0,CO,simple,1500
0,100,43,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,44,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,45,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,46,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,47,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,48,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,49,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,50,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,51,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,52,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,53,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,54,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,55,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,56,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,57,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,58,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,59,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,60,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,61,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,62,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,63,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,64,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,65,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,66,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,67,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,68,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,69,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,70,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,71,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,72,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,73,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,74,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,75,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,76,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,77,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,78,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,79,5,86,9,5,5,200,1,0,CO,simple,1500
0,100,80,5,86,9,5,5,200,1,0,CO,simple,1500
