,#agents,current step,#positives,#neutrals,#negatives,#experts,#liars,#initial_connections,#news,#cluster distance,#comm_protocol,#conv_protocol,#steps
0,100,1,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,2,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,3,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,4,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,5,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,6,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,7,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,8,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,9,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,10,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,11,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,12,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,13,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,14,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,15,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,16,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,17,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,18,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,19,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,20,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,21,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,22,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,23,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,24,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,25,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,26,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,27,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,28,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,29,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,30,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,31,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,32,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,33,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,34,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,35,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,36,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,37,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,38,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,39,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,40,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,41,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,42,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,43,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,44,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,45,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,46,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,47,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,48,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,49,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,50,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,51,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,52,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,53,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,54,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,55,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,56,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,57,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,58,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,59,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,60,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,61,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,62,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,63,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,64,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,65,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,66,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,67,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,68,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,69,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,70,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,71,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,72,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,73,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,74,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,75,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,76,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,77,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,78,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,79,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,80,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,81,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,82,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,83,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,84,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,85,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,86,5,90,5,5,5,200,1,0,random,majority_opinion,1500
0,100,87,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,88,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,89,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,90,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,91,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,92,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,93,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,94,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,95,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,96,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,97,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,98,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,99,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,100,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,101,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,102,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,103,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,104,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,105,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,106,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,107,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,108,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,109,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,110,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,111,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,112,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,113,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,114,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,115,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,116,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,117,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,118,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,119,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,120,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,121,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,122,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,123,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,124,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,125,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,126,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,127,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,128,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,129,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,130,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,131,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,132,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,133,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,134,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,135,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,136,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,137,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,138,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,139,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,140,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,141,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,142,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,143,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,144,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,145,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,146,6,89,5,5,5,200,1,0,random,majority_opinion,1500
0,100,147,6,89,5,5,5,200,1,0,random,majority_opinion,1500
